datetime,temp
2022-01-06,-5.8
2022-01-07,-5.7
2022-01-08,0.2
2022-01-09,-0.3
2022-01-10,-1.7
2022-01-11,-0.7
2022-01-12,2
2022-01-13,6.7
2022-01-14,4.2
2022-01-15,0.4
2022-01-16,2.6
2022-01-17,1.2
2022-01-18,0.8
2022-01-19,4.1
2022-01-20,-2
2022-01-21,-2.6
2022-01-22,-3.9
2022-01-23,-0.5
2022-01-24,3.3
2022-01-25,0.4
2022-01-26,1.5
2022-01-27,2.3
2022-01-28,0.6
2022-01-29,2.4
2022-01-30,-0.2
2022-01-31,-2.4
2022-02-01,-4.5
2022-02-02,-5
2022-02-03,-3.1
2022-02-04,2.5
2022-02-05,1.4
2022-02-06,2.3
2022-02-07,0
2022-02-08,1.7
2022-02-09,3.2
2022-02-10,2.8
2022-02-11,-0.7
2022-02-12,1.5
2022-02-13,2.9
2022-02-14,2.8
2022-02-15,4.1
2022-02-16,3
2022-02-17,0.7
2022-02-18,1.3
2022-02-19,-0.1
2022-02-20,-1.4
2022-02-21,0.7
2022-02-22,-3.7
2022-02-23,-1.2
2022-02-24,3.4
2022-02-25,1.7
2022-02-26,0.5
2022-02-27,3.4
2022-02-28,2
2022-03-01,3.2
2022-03-02,2.5
2022-03-03,1.7
2022-03-04,0
2022-03-05,0.4
2022-03-06,2
2022-03-07,3.7
2022-03-08,3.4
2022-03-09,2.2
2022-03-10,2
2022-03-11,2.1
2022-03-12,3.8
2022-03-13,4.5
2022-03-14,4.5
2022-03-15,3
2022-03-16,4
2022-03-17,2.5
2022-03-18,5.8
2022-03-19,6.1
2022-03-20,7.3
2022-03-21,5.9
2022-03-22,6.1
2022-03-23,6
2022-03-24,7.5
2022-03-25,8.2
2022-03-26,5.1
2022-03-27,4.2
2022-03-28,8.1
2022-03-29,-1.6
2022-03-30,-1.5
2022-03-31,-0.5
2022-04-01,-1
2022-04-02,0.1
2022-04-03,2.9
2022-04-04,2.3
2022-04-05,-0.8
2022-04-06,1.6
2022-04-07,1.5
2022-04-08,1.7
2022-04-09,0.3
2022-04-10,4.5
2022-04-11,6.3
2022-04-12,6.3
2022-04-13,6.2
2022-04-14,4.5
2022-04-15,5.4
2022-04-16,6.3
2022-04-17,9.2
2022-04-18,11
2022-04-19,9.4
2022-04-20,8.9
2022-04-21,10.1
2022-04-22,9.4
2022-04-23,7.1
2022-04-24,6.1
2022-04-25,7.5
2022-04-26,7.3
2022-04-27,4.9
2022-04-28,7
2022-04-29,6
2022-04-30,7.9
2022-05-01,9.3
2022-05-02,11.2
2022-05-03,7.6
2022-05-04,7.6
2022-05-05,12.4
2022-05-06,13.3
2022-05-07,10
2022-05-08,8.2
2022-05-09,10.4
2022-05-10,11.4
2022-05-11,12.3
2022-05-12,12.2
2022-05-13,12.3
2022-05-14,11.3
2022-05-15,11.2
2022-05-16,9.5
2022-05-17,8.8
2022-05-18,13.7
2022-05-19,16.7
2022-05-20,10.1
2022-05-21,10.2
2022-05-22,11
2022-05-23,12.6
2022-05-24,13.4
2022-05-25,14.7
2022-05-26,12.6
2022-05-27,11.1
2022-05-28,9.8
2022-05-29,10.9
2022-05-30,11.5
2022-05-31,10.9
2022-06-01,13.6
2022-06-02,10.7
2022-06-03,14.2
2022-06-04,16.1
2022-06-05,16.7
2022-06-06,14.3
2022-06-07,14.8
2022-06-08,16.5
2022-06-09,17.3
2022-06-10,18.1
2022-06-11,17.4
2022-06-12,16.6
2022-06-13,15.9
2022-06-14,15.8
2022-06-15,17.2
2022-06-16,17.3
2022-06-17,18.4
2022-06-18,17.1
2022-06-19,16.8
2022-06-20,14.3
2022-06-21,17.7
2022-06-22,17.8
2022-06-23,19.9
2022-06-24,21.4
2022-06-25,22.6
2022-06-26,23.9
2022-06-27,24.9
2022-06-28,25
2022-06-29,20.7
2022-06-30,22.9
2022-07-01,21.2
2022-07-02,20.7
2022-07-03,19.8
2022-07-04,17.9
2022-07-05,17.2
2022-07-06,17.2
2022-07-07,14.1
2022-07-08,16.7
2022-07-09,17.9
2022-07-10,15
2022-07-11,16.3
2022-07-12,20.3
2022-07-13,20.6
2022-07-14,16.2
2022-07-15,14
2022-07-16,14.3
2022-07-17,17
2022-07-18,18.6
2022-07-19,19.1
2022-07-20,21.7
2022-07-21,25.6
2022-07-22,20.7
2022-07-23,16.2
2022-07-24,19.7
2022-07-25,19.8
2022-07-26,19
2022-07-27,16.5
2022-07-28,15.4
2022-07-29,17.4
2022-07-30,19.6
2022-07-31,20.3
2022-08-01,19.7
2022-08-02,18
2022-08-03,20.1
2022-08-04,23
2022-08-05,20.4
2022-08-06,16.1
2022-08-07,17.1
2022-08-08,18.1
2022-08-09,19.5
2022-08-10,20
2022-08-11,22.1
2022-08-12,21.3
2022-08-13,21.7
2022-08-14,21.3
2022-08-15,21.9
2022-08-16,23.7
2022-08-17,23
2022-08-18,20.6
2022-08-19,22.7
